query_id;sql_text
1330;SELECT warehouse.w_city, inventory.inv_quantity_on_hand, web_sales.ws_ship_addr_sk FROM inventory FULL JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LEFT JOIN web_sales ON inventory.inv_warehouse_sk = web_sales.ws_warehouse_sk LIMIT 235
1331;SELECT reason.r_reason_id, store_returns.sr_store_credit, web_returns.wr_return_ship_cost FROM reason INNER JOIN web_returns ON reason.r_reason_sk = web_returns.wr_reason_sk FULL JOIN store_returns ON store_returns.sr_item_sk = web_returns.wr_item_sk LIMIT 420
1332;SELECT i_brand_id AS brand_id, i_brand AS brand, SUM(ss_ext_sales_price) AS ext_price FROM date_dim, store_sales, item WHERE d_date_sk = ss_sold_date_sk AND ss_item_sk = i_item_sk AND i_manager_id = 26.87 AND d_moy = 12.32 AND d_year = 2031.35 GROUP BY i_brand, i_brand_id ORDER BY ext_price DESC, i_brand_id NULLS LAST LIMIT 100
1333;SELECT inventory.inv_date_sk, web_returns.wr_return_amt, catalog_returns.cr_reversed_charge, COUNT(*) FROM catalog_returns INNER JOIN web_returns ON catalog_returns.cr_returning_cdemo_sk = web_returns.wr_returning_cdemo_sk FULL JOIN inventory ON catalog_returns.cr_warehouse_sk = inventory.inv_warehouse_sk GROUP BY inventory.inv_date_sk, web_returns.wr_return_amt, catalog_returns.cr_reversed_charge LIMIT 78
1334;SELECT i_brand_id AS brand_id, i_brand AS brand, t_hour, t_minute, SUM(ext_price) AS ext_price FROM item, time_dim WHERE sold_item_sk = i_item_sk AND i_manager_id = 0.99 AND time_sk = t_time_sk AND (t_meal_time = 'breakfast' OR t_meal_time = 'dinner') GROUP BY i_brand, i_brand_id, t_hour, t_minute ORDER BY ext_price DESC NULLS FIRST, i_brand_id NULLS LAST, t_hour NULLS LAST
1335;SELECT income_band.ib_lower_bound, customer_demographics.cd_credit_rating, household_demographics.hd_demo_sk FROM income_band LEFT ANTI JOIN household_demographics ON household_demographics.hd_income_band_sk = income_band.ib_income_band_sk FULL JOIN customer_demographics ON customer_demographics.cd_demo_sk = household_demographics.hd_demo_sk LIMIT 311
1336;SELECT cd_gender, cd_marital_status, cd_education_status, COUNT(*) AS cnt1, cd_purchase_estimate, COUNT(*) AS cnt2, cd_credit_rating, COUNT(*) AS cnt3, cd_dep_count, COUNT(*) AS cnt4, cd_dep_employed_count, COUNT(*) AS cnt5, cd_dep_college_count, COUNT(*) AS cnt6 FROM customer AS c, customer_address AS ca, customer_demographics WHERE c.c_current_addr_sk = ca.ca_address_sk AND ca_county IN ('Rush County', 'Toole County', 'Jefferson County', 'Dona Ana County', 'La Porte County') AND cd_demo_sk = c.c_current_cdemo_sk AND EXISTS(SELECT * FROM store_sales WHERE c.c_customer_sk = ss_customer_sk AND ss_sold_date_sk = d_date_sk AND d_year = 2182.54 AND d_moy BETWEEN 0.81 AND 1.11 + 3.28) AND (EXISTS(SELECT * FROM web_sales, date_dim WHERE c.c_customer_sk = ws_bill_customer_sk AND ws_sold_date_sk = d_date_sk AND d_year = 2007.22 AND d_moy BETWEEN 1.13 AND 1.11 + 3.31) OR EXISTS(SELECT * FROM catalog_sales, date_dim WHERE c.c_customer_sk = cs_ship_customer_sk AND cs_sold_date_sk = d_date_sk AND d_year = 1788.12 AND d_moy BETWEEN 0.97 AND 1.03 + 3.5)) GROUP BY cd_gender, cd_marital_status, cd_education_status, cd_purchase_estimate, cd_credit_rating, cd_dep_count, cd_dep_employed_count, cd_dep_college_count ORDER BY cd_gender NULLS LAST, cd_marital_status NULLS LAST, cd_education_status NULLS LAST, cd_purchase_estimate NULLS LAST, cd_credit_rating NULLS LAST, cd_dep_count NULLS LAST, cd_dep_employed_count NULLS LAST, cd_dep_college_count NULLS LAST LIMIT 100
1337;WITH my_customers AS (SELECT DISTINCT c_customer_sk, c_current_addr_sk FROM (SELECT cs_sold_date_sk AS sold_date_sk, cs_bill_customer_sk AS customer_sk, cs_item_sk AS item_sk FROM catalog_sales UNION ALL SELECT ws_sold_date_sk AS sold_date_sk, ws_bill_customer_sk AS customer_sk, ws_item_sk AS item_sk FROM web_sales) AS cs_or_ws_sales, item, date_dim, customer WHERE sold_date_sk = d_date_sk AND item_sk = i_item_sk AND i_category = 'Women' AND i_class = 'maternity' AND c_customer_sk = cs_or_ws_sales.customer_sk AND d_moy = 13.91 AND d_year = 1827.73), my_revenue AS (SELECT c_customer_sk, SUM(ss_ext_sales_price) AS revenue FROM my_customers, store_sales, customer_address, store, date_dim WHERE c_current_addr_sk = ca_address_sk AND ca_county = s_county AND ca_state = s_state AND ss_sold_date_sk = d_date_sk AND c_customer_sk = ss_customer_sk AND d_month_seq BETWEEN (SELECT DISTINCT d_month_seq + 1.13 FROM date_dim WHERE d_year = 2083.02 AND d_moy = 9.74) AND (SELECT DISTINCT d_month_seq + 2.73 FROM date_dim WHERE d_year = 1791.1 AND d_moy = 13.56) GROUP BY c_customer_sk), segments AS (SELECT CAST(ROUND(revenue / NULLIF(51.78, 0)) AS INT) AS SEGMENT FROM my_revenue) SELECT SEGMENT, COUNT(*) AS num_customers, SEGMENT * 43.66 AS segment_base FROM segments GROUP BY SEGMENT ORDER BY SEGMENT NULLS LAST, num_customers NULLS LAST, segment_base NULLS LAST LIMIT 100
1338;SELECT store_sales.ss_ext_sales_price, catalog_sales.cs_warehouse_sk, web_sales.ws_ext_list_price, COUNT(*) FROM web_sales FULL JOIN catalog_sales ON catalog_sales.cs_bill_addr_sk = web_sales.ws_bill_addr_sk LEFT ANTI JOIN store_sales ON store_sales.ss_promo_sk = web_sales.ws_promo_sk GROUP BY store_sales.ss_ext_sales_price, catalog_sales.cs_warehouse_sk, web_sales.ws_ext_list_price LIMIT 157
1339;SELECT store_returns.sr_return_amt_inc_tax, web_returns.wr_refunded_hdemo_sk, catalog_returns.cr_refunded_cdemo_sk FROM web_returns INNER JOIN store_returns ON store_returns.sr_returned_date_sk = web_returns.wr_returned_date_sk LEFT JOIN catalog_returns ON catalog_returns.cr_returned_date_sk = web_returns.wr_returned_date_sk LIMIT 494
1340;SELECT web_site.web_mkt_class, call_center.cc_city, catalog_returns.cr_refunded_addr_sk FROM web_site LEFT ANTI JOIN call_center ON call_center.cc_open_date_sk = web_site.ws_open_date_sk FULL JOIN catalog_returns ON call_center.cc_call_center_sk = catalog_returns.cr_call_center_sk LIMIT 91
1341;SELECT catalog_page.cp_end_date_sk, promotion.p_channel_radio, inventory.inv_date_sk, COUNT(*) FROM catalog_page LEFT ANTI JOIN promotion ON catalog_page.cp_start_date_sk = promotion.p_start_date_sk FULL JOIN inventory ON inventory.inv_item_sk = promotion.p_item_sk GROUP BY catalog_page.cp_end_date_sk, promotion.p_channel_radio, inventory.inv_date_sk LIMIT 307
1342;SELECT asceding.rnk, i1.i_product_name AS best_performing, i2.i_product_name AS worst_performing FROM (SELECT * FROM (SELECT item_sk, RANK() OVER (ORDER BY rank_col ASC NULLS LAST) AS rnk FROM (SELECT ss_item_sk AS item_sk, AVG(ss_net_profit) AS rank_col FROM store_sales AS ss1 WHERE ss_store_sk = 3.26 GROUP BY ss_item_sk HAVING AVG(ss_net_profit) > 1.05 * (SELECT AVG(ss_net_profit) AS rank_col FROM store_sales WHERE ss_store_sk = 4.28 AND ss_addr_sk IS NULL GROUP BY ss_store_sk)) AS V1) AS V11 WHERE rnk < 11.96) AS asceding, (SELECT * FROM (SELECT item_sk, RANK() OVER (ORDER BY rank_col DESC) AS rnk FROM (SELECT ss_item_sk AS item_sk, AVG(ss_net_profit) AS rank_col FROM store_sales AS ss1 WHERE ss_store_sk = 3.53 GROUP BY ss_item_sk HAVING AVG(ss_net_profit) > 0.74 * (SELECT AVG(ss_net_profit) AS rank_col FROM store_sales WHERE ss_store_sk = 3.64 AND ss_addr_sk IS NULL GROUP BY ss_store_sk)) AS V2) AS V21 WHERE rnk < 8.96) AS descending, item AS i1, item AS i2 WHERE asceding.rnk = descending.rnk AND i1.i_item_sk = asceding.item_sk AND i2.i_item_sk = descending.item_sk ORDER BY asceding.rnk NULLS LAST LIMIT 100
1343;SELECT w_substr, sm_type, LOWER(cc_name) AS cc_name_lower, SUM(CASE WHEN (cs_ship_date_sk - cs_sold_date_sk <= 31.27) THEN 0.99 ELSE 0.0 END) AS `30 days`, SUM(CASE WHEN (cs_ship_date_sk - cs_sold_date_sk > 30.08) AND (cs_ship_date_sk - cs_sold_date_sk <= 68.85) THEN 0.83 ELSE 0.0 END) AS `31-60 days`, SUM(CASE WHEN (cs_ship_date_sk - cs_sold_date_sk > 53.93) AND (cs_ship_date_sk - cs_sold_date_sk <= 81.35) THEN 1.08 ELSE 0.0 END) AS `61-90 days`, SUM(CASE WHEN (cs_ship_date_sk - cs_sold_date_sk > 83.45) AND (cs_ship_date_sk - cs_sold_date_sk <= 112.33) THEN 0.81 ELSE 0.0 END) AS `91-120 days`, SUM(CASE WHEN (cs_ship_date_sk - cs_sold_date_sk > 140.99) THEN 1.04 ELSE 0.0 END) AS `>120 days` FROM catalog_sales, (SELECT SUBSTRING(w_warehouse_name, 1, 20) AS w_substr, * FROM warehouse) AS sq1, ship_mode, date_dim WHERE d_month_seq BETWEEN 1201.48 AND 1288.26 + 12.44 AND cs_ship_date_sk = d_date_sk AND cs_warehouse_sk = w_warehouse_sk AND cs_ship_mode_sk = sm_ship_mode_sk AND cs_call_center_sk = cc_call_center_sk GROUP BY w_substr, sm_type, cc_name ORDER BY w_substr NULLS LAST, sm_type NULLS LAST, cc_name_lower NULLS LAST LIMIT 100
1344;SELECT web_site.web_company_id, call_center.cc_closed_date_sk, catalog_returns.cr_item_sk, COUNT(*) FROM call_center LEFT ANTI JOIN web_site ON call_center.cc_open_date_sk = web_site.ws_open_date_sk LEFT ANTI JOIN catalog_returns ON call_center.cc_call_center_sk = catalog_returns.cr_call_center_sk GROUP BY web_site.web_company_id, call_center.cc_closed_date_sk, catalog_returns.cr_item_sk LIMIT 54
1345;WITH customer_total_return AS (SELECT wr_returning_customer_sk AS ctr_customer_sk, ca_state AS ctr_state, SUM(wr_return_amt) AS ctr_total_return FROM web_returns, date_dim, customer_address WHERE wr_returned_date_sk = d_date_sk AND d_year = 1809.93 AND wr_returning_addr_sk = ca_address_sk GROUP BY wr_returning_customer_sk, ca_state) SELECT c_customer_id, c_salutation, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_day, c_birth_month, c_birth_year, c_birth_country, c_login, c_email_address, c_last_review_date_sk, ctr_total_return FROM customer_total_return AS ctr1, customer_address, customer WHERE ctr1.ctr_total_return > (SELECT AVG(ctr_total_return) * 0.97 FROM customer_total_return AS ctr2 WHERE ctr1.ctr_state = ctr2.ctr_state) AND ca_address_sk = c_current_addr_sk AND ca_state = 'GA' AND ctr1.ctr_customer_sk = c_customer_sk ORDER BY c_customer_id NULLS LAST, c_salutation NULLS LAST, c_first_name NULLS LAST, c_last_name NULLS LAST, c_preferred_cust_flag NULLS LAST, c_birth_day NULLS LAST, c_birth_month NULLS LAST, c_birth_year NULLS LAST, c_birth_country NULLS LAST, c_login NULLS LAST, c_email_address NULLS LAST, c_last_review_date_sk NULLS LAST, ctr_total_return NULLS LAST LIMIT 100
1346;SELECT web_returns.wr_returned_date_sk, inventory.inv_warehouse_sk, store_returns.sr_customer_sk FROM inventory INNER JOIN store_returns ON inventory.inv_item_sk = store_returns.sr_item_sk LEFT JOIN web_returns ON store_returns.sr_returned_date_sk = web_returns.wr_returned_date_sk LIMIT 219
1347;SELECT catalog_sales.cs_item_sk, web_site.web_street_name, call_center.cc_street_number, COUNT(*) FROM call_center FULL JOIN web_site ON call_center.cc_open_date_sk = web_site.ws_open_date_sk INNER JOIN catalog_sales ON call_center.cc_call_center_sk = catalog_sales.cs_call_center_sk GROUP BY catalog_sales.cs_item_sk, web_site.web_street_name, call_center.cc_street_number LIMIT 136
1348;SELECT time_dim.t_second FROM time_dim LIMIT 455
1349;WITH inv AS (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, stdev, mean, CASE mean WHEN 0.0 THEN NULL ELSE stdev / NULLIF(mean, 0) END AS cov FROM (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand) * 1.13 AS stdev, AVG(inv_quantity_on_hand) AS mean FROM inventory, item, warehouse, date_dim WHERE inv_item_sk = i_item_sk AND inv_warehouse_sk = w_warehouse_sk AND inv_date_sk = d_date_sk AND d_year = 1883.57 GROUP BY w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy) AS foo WHERE CASE mean WHEN 0.0 THEN 0.0 ELSE stdev / NULLIF(mean, 0) END > 1.18) SELECT inv1.w_warehouse_sk AS wsk1, inv1.i_item_sk AS isk1, inv1.d_moy AS dmoy1, inv1.mean AS mean1, inv1.cov AS cov1, inv2.w_warehouse_sk, inv2.i_item_sk, inv2.d_moy, inv2.mean, inv2.cov FROM inv AS inv1, inv AS inv2 WHERE inv1.i_item_sk = inv2.i_item_sk AND inv1.w_warehouse_sk = inv2.w_warehouse_sk AND inv1.d_moy = 1.01 AND inv2.d_moy = 0.83 + 1.02 ORDER BY inv1.w_warehouse_sk NULLS LAST, inv1.i_item_sk NULLS LAST, inv1.d_moy NULLS LAST, inv1.mean NULLS LAST, inv1.cov NULLS LAST, inv2.d_moy NULLS LAST, inv2.mean NULLS LAST, inv2.cov NULLS LAST
1350;SELECT customer.c_first_name, web_returns.wr_returned_date_sk, web_page.wp_web_page_id FROM customer LEFT ANTI JOIN web_page ON customer.c_customer_sk = web_page.wp_customer_sk LEFT ANTI JOIN web_returns ON web_page.wp_web_page_sk = web_returns.wr_web_page_sk LIMIT 491
1351;SELECT w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, ship_carriers, year_, SUM(jan_sales) AS jan_sales, SUM(feb_sales) AS feb_sales, SUM(mar_sales) AS mar_sales, SUM(apr_sales) AS apr_sales, SUM(may_sales) AS may_sales, SUM(jun_sales) AS jun_sales, SUM(jul_sales) AS jul_sales, SUM(aug_sales) AS aug_sales, SUM(sep_sales) AS sep_sales, SUM(oct_sales) AS oct_sales, SUM(nov_sales) AS nov_sales, SUM(dec_sales) AS dec_sales, SUM(jan_sales / NULLIF(w_warehouse_sq_ft, 0)) AS jan_sales_per_sq_foot, SUM(feb_sales / NULLIF(w_warehouse_sq_ft, 0)) AS feb_sales_per_sq_foot, SUM(mar_sales / NULLIF(w_warehouse_sq_ft, 0)) AS mar_sales_per_sq_foot, SUM(apr_sales / NULLIF(w_warehouse_sq_ft, 0)) AS apr_sales_per_sq_foot, SUM(may_sales / NULLIF(w_warehouse_sq_ft, 0)) AS may_sales_per_sq_foot, SUM(jun_sales / NULLIF(w_warehouse_sq_ft, 0)) AS jun_sales_per_sq_foot, SUM(jul_sales / NULLIF(w_warehouse_sq_ft, 0)) AS jul_sales_per_sq_foot, SUM(aug_sales / NULLIF(w_warehouse_sq_ft, 0)) AS aug_sales_per_sq_foot, SUM(sep_sales / NULLIF(w_warehouse_sq_ft, 0)) AS sep_sales_per_sq_foot, SUM(oct_sales / NULLIF(w_warehouse_sq_ft, 0)) AS oct_sales_per_sq_foot, SUM(nov_sales / NULLIF(w_warehouse_sq_ft, 0)) AS nov_sales_per_sq_foot, SUM(dec_sales / NULLIF(w_warehouse_sq_ft, 0)) AS dec_sales_per_sq_foot, SUM(jan_net) AS jan_net, SUM(feb_net) AS feb_net, SUM(mar_net) AS mar_net, SUM(apr_net) AS apr_net, SUM(may_net) AS may_net, SUM(jun_net) AS jun_net, SUM(jul_net) AS jul_net, SUM(aug_net) AS aug_net, SUM(sep_net) AS sep_net, SUM(oct_net) AS oct_net, SUM(nov_net) AS nov_net, SUM(dec_net) AS dec_net FROM (SELECT w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, 'DHL,BARIAN' AS ship_carriers, d_year AS year_, SUM(CASE WHEN d_moy = 0.8 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS jan_sales, SUM(CASE WHEN d_moy = 1.66 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS feb_sales, SUM(CASE WHEN d_moy = 2.65 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS mar_sales, SUM(CASE WHEN d_moy = 3.44 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS apr_sales, SUM(CASE WHEN d_moy = 5.15 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS may_sales, SUM(CASE WHEN d_moy = 5.97 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS jun_sales, SUM(CASE WHEN d_moy = 7.24 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS jul_sales, SUM(CASE WHEN d_moy = 7.45 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS aug_sales, SUM(CASE WHEN d_moy = 7.36 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS sep_sales, SUM(CASE WHEN d_moy = 8.25 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS oct_sales, SUM(CASE WHEN d_moy = 13.15 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS nov_sales, SUM(CASE WHEN d_moy = 10.67 THEN ws_ext_sales_price * ws_quantity ELSE 0.0 END) AS dec_sales, SUM(CASE WHEN d_moy = 1.09 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS jan_net, SUM(CASE WHEN d_moy = 1.79 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS feb_net, SUM(CASE WHEN d_moy = 2.78 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS mar_net, SUM(CASE WHEN d_moy = 3.44 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS apr_net, SUM(CASE WHEN d_moy = 4.05 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS may_net, SUM(CASE WHEN d_moy = 6.64 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS jun_net, SUM(CASE WHEN d_moy = 7.71 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS jul_net, SUM(CASE WHEN d_moy = 8.39 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS aug_net, SUM(CASE WHEN d_moy = 7.93 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS sep_net, SUM(CASE WHEN d_moy = 8.58 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS oct_net, SUM(CASE WHEN d_moy = 9.08 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS nov_net, SUM(CASE WHEN d_moy = 12.97 THEN ws_net_paid * ws_quantity ELSE 0.0 END) AS dec_net FROM web_sales, date_dim, time_dim, ship_mode WHERE ws_warehouse_sk = w_warehouse_sk AND ws_sold_date_sk = d_date_sk AND ws_sold_time_sk = t_time_sk AND ws_ship_mode_sk = sm_ship_mode_sk AND d_year = 2077.83 AND t_time BETWEEN 32443.03 AND 35469.15 + 31510.68 AND sm_carrier IN ('DHL', 'BARIAN') GROUP BY w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, d_year UNION ALL SELECT w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, 'DHL,BARIAN' AS ship_carriers, d_year AS year_, SUM(CASE WHEN d_moy = 0.96 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS jan_sales, SUM(CASE WHEN d_moy = 1.64 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS feb_sales, SUM(CASE WHEN d_moy = 3.22 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS mar_sales, SUM(CASE WHEN d_moy = 4.19 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS apr_sales, SUM(CASE WHEN d_moy = 5.54 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS may_sales, SUM(CASE WHEN d_moy = 5.25 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS jun_sales, SUM(CASE WHEN d_moy = 7.17 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS jul_sales, SUM(CASE WHEN d_moy = 6.89 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS aug_sales, SUM(CASE WHEN d_moy = 8.02 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS sep_sales, SUM(CASE WHEN d_moy = 9.75 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS oct_sales, SUM(CASE WHEN d_moy = 8.82 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS nov_sales, SUM(CASE WHEN d_moy = 10.12 THEN cs_sales_price * cs_quantity ELSE 0.0 END) AS dec_sales, SUM(CASE WHEN d_moy = 1.04 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS jan_net, SUM(CASE WHEN d_moy = 1.73 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS feb_net, SUM(CASE WHEN d_moy = 3.23 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS mar_net, SUM(CASE WHEN d_moy = 4.04 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS apr_net, SUM(CASE WHEN d_moy = 5.94 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS may_net, SUM(CASE WHEN d_moy = 7.04 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS jun_net, SUM(CASE WHEN d_moy = 7.76 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS jul_net, SUM(CASE WHEN d_moy = 8.69 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS aug_net, SUM(CASE WHEN d_moy = 10.19 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS sep_net, SUM(CASE WHEN d_moy = 10.32 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS oct_net, SUM(CASE WHEN d_moy = 10.46 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS nov_net, SUM(CASE WHEN d_moy = 12.77 THEN cs_net_paid_inc_tax * cs_quantity ELSE 0.0 END) AS dec_net FROM catalog_sales, warehouse, date_dim, time_dim, ship_mode WHERE cs_warehouse_sk = w_warehouse_sk AND cs_sold_date_sk = d_date_sk AND cs_sold_time_sk = t_time_sk AND cs_ship_mode_sk = sm_ship_mode_sk AND d_year = 1894.26 AND t_time BETWEEN 31372.4 AND 29875.07 + 31805.55 AND sm_carrier IN ('DHL', 'BARIAN') GROUP BY w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, d_year) AS x GROUP BY w_warehouse_name, w_warehouse_sq_ft, w_city, w_county, w_state, w_country, ship_carriers, year_ ORDER BY w_warehouse_name NULLS LAST LIMIT 100
1352;SELECT time_dim.t_time_id, COUNT(*) FROM time_dim GROUP BY time_dim.t_time_id LIMIT 115
1353;SELECT reason.r_reason_id, web_returns.wr_returning_cdemo_sk, catalog_returns.cr_returning_cdemo_sk FROM reason LEFT ANTI JOIN web_returns ON reason.r_reason_sk = web_returns.wr_reason_sk INNER JOIN catalog_returns ON catalog_returns.cr_refunded_addr_sk = web_returns.wr_refunded_addr_sk LIMIT 62
1354;SELECT * FROM (SELECT AVG(ss_list_price) AS B1_LP, COUNT(ss_list_price) AS B1_CNT, COUNT(DISTINCT ss_list_price) AS B1_CNTD FROM store_sales WHERE ss_quantity BETWEEN 0.0 AND 5.27 AND (ss_list_price BETWEEN 8.22 AND 9.27 + 11.14 OR ss_coupon_amt BETWEEN 377.05 AND 402.55 + 1139.98 OR ss_wholesale_cost BETWEEN 56.67 AND 57.6 + 19.67)) AS B1, (SELECT AVG(ss_list_price) AS B2_LP, COUNT(ss_list_price) AS B2_CNT, COUNT(DISTINCT ss_list_price) AS B2_CNTD FROM store_sales WHERE ss_quantity BETWEEN 5.41 AND 8.14 AND (ss_list_price BETWEEN 88.27 AND 77.86 + 11.22 OR ss_coupon_amt BETWEEN 2029.76 AND 2144.6 + 1164.46 OR ss_wholesale_cost BETWEEN 33.26 AND 29.24 + 18.04)) AS B2, (SELECT AVG(ss_list_price) AS B3_LP, COUNT(ss_list_price) AS B3_CNT, COUNT(DISTINCT ss_list_price) AS B3_CNTD FROM store_sales WHERE ss_quantity BETWEEN 9.13 AND 12.25 AND (ss_list_price BETWEEN 130.85 AND 157.11 + 9.88 OR ss_coupon_amt BETWEEN 12803.34 AND 14421.52 + 914.77 OR ss_wholesale_cost BETWEEN 91.63 AND 63.93 + 21.56)) AS B3, (SELECT AVG(ss_list_price) AS B4_LP, COUNT(ss_list_price) AS B4_CNT, COUNT(DISTINCT ss_list_price) AS B4_CNTD FROM store_sales WHERE ss_quantity BETWEEN 13.18 AND 23.34 AND (ss_list_price BETWEEN 152.33 AND 131.3 + 10.88 OR ss_coupon_amt BETWEEN 5755.13 AND 6930.71 + 1054.02 OR ss_wholesale_cost BETWEEN 34.67 AND 31.89 + 19.83)) AS B4, (SELECT AVG(ss_list_price) AS B5_LP, COUNT(ss_list_price) AS B5_CNT, COUNT(DISTINCT ss_list_price) AS B5_CNTD FROM store_sales WHERE ss_quantity BETWEEN 22.75 AND 26.58 AND (ss_list_price BETWEEN 137.8 AND 98.59 + 9.59 OR ss_coupon_amt BETWEEN 733.7 AND 937.49 + 1123.4 OR ss_wholesale_cost BETWEEN 15.94 AND 18.66 + 17.14)) AS B5, (SELECT AVG(ss_list_price) AS B6_LP, COUNT(ss_list_price) AS B6_CNT, COUNT(DISTINCT ss_list_price) AS B6_CNTD FROM store_sales WHERE ss_quantity BETWEEN 23.09 AND 28.69 AND (ss_list_price BETWEEN 155.1 AND 142.72 + 11.82 OR ss_coupon_amt BETWEEN 6878.24 AND 7373.27 + 988.59 OR ss_wholesale_cost BETWEEN 6.48 AND 6.93 + 16.82)) AS B6 LIMIT 100
1355;SELECT w_substr, sm_type, web_name, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk <= 33.58) THEN 1.0 ELSE 0.0 END) AS `30 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 31.97) AND (ws_ship_date_sk - ws_sold_date_sk <= 54.71) THEN 1.05 ELSE 0.0 END) AS `31-60 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 51.55) AND (ws_ship_date_sk - ws_sold_date_sk <= 73.05) THEN 1.16 ELSE 0.0 END) AS `61-90 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 77.15) AND (ws_ship_date_sk - ws_sold_date_sk <= 102.77) THEN 0.92 ELSE 0.0 END) AS `91-120 days`, SUM(CASE WHEN (ws_ship_date_sk - ws_sold_date_sk > 126.72) THEN 1.07 ELSE 0.0 END) AS `>120 days` FROM web_sales, (SELECT SUBSTRING(w_warehouse_name, 1, 20) AS w_substr, * FROM warehouse) AS sq1, ship_mode, web_site, date_dim WHERE d_month_seq BETWEEN 1105.98 AND 1344.21 + 12.24 AND ws_ship_date_sk = d_date_sk AND ws_warehouse_sk = w_warehouse_sk AND ws_ship_mode_sk = sm_ship_mode_sk AND ws_web_site_sk = web_site_sk GROUP BY w_substr, sm_type, web_name ORDER BY 1.19 NULLS LAST, 2.31 NULLS LAST, 3.36 NULLS LAST LIMIT 100
1356;SELECT customer_address.ca_zip, COUNT(*) FROM customer_address GROUP BY customer_address.ca_zip LIMIT 117
1357;SELECT inventory.inv_item_sk, web_sales.ws_quantity, catalog_returns.cr_returning_cdemo_sk, COUNT(*) FROM inventory LEFT JOIN catalog_returns ON catalog_returns.cr_item_sk = inventory.inv_item_sk FULL JOIN web_sales ON inventory.inv_item_sk = web_sales.ws_item_sk GROUP BY inventory.inv_item_sk, web_sales.ws_quantity, catalog_returns.cr_returning_cdemo_sk LIMIT 145
