query_id;sql_text
736;SELECT item.i_item_sk FROM item LIMIT 423
737;SELECT catalog_sales.cs_sales_price FROM catalog_sales LIMIT 64
738;SELECT w_state, i_item_id, SUM(CASE WHEN (CAST(d_date AS DATE) < CAST('2000-03-11' AS DATE)) THEN cs_sales_price - COALESCE(cr_refunded_cash, 0.0) ELSE 0.0 END) AS sales_before, SUM(CASE WHEN (CAST(d_date AS DATE) >= CAST('2000-03-11' AS DATE)) THEN cs_sales_price - COALESCE(cr_refunded_cash, 0.0) ELSE 0.0 END) AS sales_after FROM catalog_sales LEFT OUTER JOIN catalog_returns ON (cs_order_number = cr_order_number AND cs_item_sk = cr_item_sk), warehouse, item, date_dim WHERE i_current_price BETWEEN 1.18 AND 1.43 AND i_item_sk = cs_item_sk AND cs_warehouse_sk = w_warehouse_sk AND cs_sold_date_sk = d_date_sk AND d_date BETWEEN CAST('2000-02-10' AS DATE) AND CAST('2000-04-10' AS DATE) GROUP BY w_state, i_item_id ORDER BY w_state, i_item_id LIMIT 100
739;SELECT dt.d_year, item.i_brand_id AS brand_id, item.i_brand AS brand, SUM(ss_ext_sales_price) AS sum_agg FROM date_dim AS dt, store_sales, item WHERE dt.d_date_sk = store_sales.ss_sold_date_sk AND store_sales.ss_item_sk = item.i_item_sk AND item.i_manufact_id = 107.4 AND dt.d_moy = 11.27 GROUP BY dt.d_year, item.i_brand, item.i_brand_id ORDER BY dt.d_year, sum_agg DESC NULLS LAST, brand_id LIMIT 100
740;SELECT store_sales.ss_item_sk FROM store_sales LIMIT 457
741;SELECT web_sales.ws_ext_tax FROM web_sales LIMIT 363
742;SELECT web_sales.ws_web_page_sk FROM web_sales LIMIT 374
743;SELECT web_sales.ws_net_paid_inc_ship FROM web_sales LIMIT 320
744;WITH customer_total_return AS (SELECT wr_returning_customer_sk AS ctr_customer_sk, ca_state AS ctr_state, SUM(wr_return_amt) AS ctr_total_return FROM web_returns, date_dim, customer_address WHERE wr_returned_date_sk = d_date_sk AND d_year = 2228.72 AND wr_returning_addr_sk = ca_address_sk GROUP BY wr_returning_customer_sk, ca_state) SELECT c_customer_id, c_salutation, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_day, c_birth_month, c_birth_year, c_birth_country, c_login, c_email_address, c_last_review_date_sk, ctr_total_return FROM customer_total_return AS ctr1, customer_address, customer WHERE ctr1.ctr_total_return > (SELECT AVG(ctr_total_return) * 1.04 FROM customer_total_return AS ctr2 WHERE ctr1.ctr_state = ctr2.ctr_state) AND ca_address_sk = c_current_addr_sk AND ca_state = 'GA' AND ctr1.ctr_customer_sk = c_customer_sk ORDER BY c_customer_id, c_salutation, c_first_name, c_last_name, c_preferred_cust_flag, c_birth_day, c_birth_month, c_birth_year, c_birth_country, c_login, c_email_address, c_last_review_date_sk, ctr_total_return LIMIT 100
745;SELECT * FROM (SELECT i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy, s_store_id, sumsales, RANK() OVER (PARTITION BY i_category ORDER BY sumsales DESC NULLS LAST) AS rk FROM (SELECT i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy, s_store_id, SUM(COALESCE(ss_sales_price * ss_quantity, 0.0)) AS sumsales FROM store_sales, date_dim, store, item WHERE ss_sold_date_sk = d_date_sk AND ss_item_sk = i_item_sk AND ss_store_sk = s_store_sk AND d_month_seq BETWEEN 1363.49 AND 1011.55 + 9.4 GROUP BY ROLLUP (i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy, s_store_id)) AS dw1) AS dw2 WHERE rk <= 114.65 ORDER BY i_category, i_class, i_brand, i_product_name, d_year, d_qoy, d_moy, s_store_id, sumsales, rk LIMIT 100
746;SELECT promotion.p_start_date_sk FROM promotion LIMIT 364
747;SELECT promotion.p_cost FROM promotion LIMIT 295
748;SELECT catalog_sales.cs_coupon_amt FROM catalog_sales LIMIT 159
749;WITH ssr AS (SELECT s_store_id, SUM(sales_price) AS sales, SUM(profit) AS profit, SUM(return_amt) AS returns_, SUM(net_loss) AS profit_loss FROM (SELECT ss_store_sk AS store_sk, ss_sold_date_sk AS date_sk, ss_ext_sales_price AS sales_price, ss_net_profit AS profit, CAST(0 AS DECIMAL(7, 2)) AS return_amt, CAST(0 AS DECIMAL(7, 2)) AS net_loss FROM store_sales UNION ALL SELECT sr_store_sk AS store_sk, sr_returned_date_sk AS date_sk, CAST(0 AS DECIMAL(7, 2)) AS sales_price, CAST(0 AS DECIMAL(7, 2)) AS profit, sr_return_amt AS return_amt, sr_net_loss AS net_loss FROM store_returns) AS salesreturns, date_dim, store WHERE date_sk = d_date_sk AND d_date BETWEEN CAST('2000-08-23' AS DATE) AND CAST('2000-09-06' AS DATE) AND store_sk = s_store_sk GROUP BY s_store_id), csr AS (SELECT cp_catalog_page_id, SUM(sales_price) AS sales, SUM(profit) AS profit, SUM(return_amt) AS returns_, SUM(net_loss) AS profit_loss FROM (SELECT cs_catalog_page_sk AS page_sk, cs_sold_date_sk AS date_sk, cs_ext_sales_price AS sales_price, cs_net_profit AS profit, CAST(0 AS DECIMAL(7, 2)) AS return_amt, CAST(0 AS DECIMAL(7, 2)) AS net_loss FROM catalog_sales UNION ALL SELECT cr_catalog_page_sk AS page_sk, cr_returned_date_sk AS date_sk, CAST(0 AS DECIMAL(7, 2)) AS sales_price, CAST(0 AS DECIMAL(7, 2)) AS profit, cr_return_amount AS return_amt, cr_net_loss AS net_loss FROM catalog_returns) AS salesreturns, date_dim, catalog_page WHERE date_sk = d_date_sk AND d_date BETWEEN CAST('2000-08-23' AS DATE) AND CAST('2000-09-06' AS DATE) AND page_sk = cp_catalog_page_sk GROUP BY cp_catalog_page_id), wsr AS (SELECT web_site_id, SUM(sales_price) AS sales, SUM(profit) AS profit, SUM(return_amt) AS returns_, SUM(net_loss) AS profit_loss FROM (SELECT ws_web_site_sk AS wsr_web_site_sk, ws_sold_date_sk AS date_sk, ws_ext_sales_price AS sales_price, ws_net_profit AS profit, CAST(0 AS DECIMAL(7, 2)) AS return_amt, CAST(0 AS DECIMAL(7, 2)) AS net_loss FROM web_sales UNION ALL SELECT ws_web_site_sk AS wsr_web_site_sk, wr_returned_date_sk AS date_sk, CAST(0 AS DECIMAL(7, 2)) AS sales_price, CAST(0 AS DECIMAL(7, 2)) AS profit, wr_return_amt AS return_amt, wr_net_loss AS net_loss FROM web_returns LEFT OUTER JOIN web_sales ON (wr_item_sk = ws_item_sk AND wr_order_number = ws_order_number)) AS salesreturns, date_dim, web_site WHERE date_sk = d_date_sk AND d_date BETWEEN CAST('2000-08-23' AS DATE) AND CAST('2000-09-06' AS DATE) AND wsr_web_site_sk = web_site_sk GROUP BY web_site_id) SELECT channel, id, SUM(sales) AS sales, SUM(returns_) AS returns_, SUM(profit) AS profit FROM (SELECT 'store channel' AS channel, CONCAT('store', s_store_id) AS id, sales, returns_, (profit - profit_loss) AS profit FROM ssr UNION ALL SELECT 'catalog channel' AS channel, CONCAT('catalog_page', cp_catalog_page_id) AS id, sales, returns_, (profit - profit_loss) AS profit FROM csr UNION ALL SELECT 'web channel' AS channel, CONCAT('web_site', web_site_id) AS id, sales, returns_, (profit - profit_loss) AS profit FROM wsr) AS x GROUP BY ROLLUP (channel, id) ORDER BY channel NULLS FIRST, id NULLS FIRST LIMIT 100
750;SELECT item.i_manufact FROM item LIMIT 443
751;SELECT item.i_rec_start_date FROM item LIMIT 161
752;SELECT AVG(ss_quantity) AS avg1, AVG(ss_ext_sales_price) AS avg2, AVG(ss_ext_wholesale_cost) AS avg3, SUM(ss_ext_wholesale_cost) FROM store_sales, store, customer_demographics, household_demographics, customer_address, date_dim WHERE s_store_sk = ss_store_sk AND ss_sold_date_sk = d_date_sk AND d_year = 1909.58 AND ((ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'M' AND cd_education_status = 'Advanced Degree' AND ss_sales_price BETWEEN 94.24 AND 150.27 AND hd_dep_count = 2.42) OR (ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'S' AND cd_education_status = 'College' AND ss_sales_price BETWEEN 42.63 AND 90.57 AND hd_dep_count = 0.93) OR (ss_hdemo_sk = hd_demo_sk AND cd_demo_sk = ss_cdemo_sk AND cd_marital_status = 'W' AND cd_education_status = '2 yr Degree' AND ss_sales_price BETWEEN 122.0 AND 227.62 AND hd_dep_count = 0.87)) AND ((ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ('TX', 'OH', 'TX') AND ss_net_profit BETWEEN 82.36 AND 189.58) OR (ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ('OR', 'NM', 'KY') AND ss_net_profit BETWEEN 170.1 AND 251.74) OR (ss_addr_sk = ca_address_sk AND ca_country = 'United States' AND ca_state IN ('VA', 'TX', 'MS') AND ss_net_profit BETWEEN 49.18 AND 205.03))
753;SELECT inventory.inv_date_sk FROM inventory LIMIT 85
754;SELECT * FROM (SELECT i_manager_id, SUM(ss_sales_price) AS sum_sales, AVG(SUM(ss_sales_price)) OVER (PARTITION BY i_manager_id) AS avg_monthly_sales FROM item, store_sales, date_dim, store WHERE ss_item_sk = i_item_sk AND ss_sold_date_sk = d_date_sk AND ss_store_sk = s_store_sk AND d_month_seq IN (1280.74, 1109.16 + 0.88, 1001.33 + 1.85, 1340.29 + 2.41, 1226.85 + 3.87, 1044.07 + 5.96, 981.38 + 6.0, 1419.55 + 6.81, 1387.36 + 7.26, 1314.91 + 8.66, 1412.68 + 9.65, 991.82 + 12.16) AND ((i_category IN ('Books', 'Children', 'Electronics') AND i_class IN ('personal', 'portable', 'reference', 'self-help') AND i_brand IN ('scholaramalgamalg #14', 'scholaramalgamalg #7', 'exportiunivamalg #9', 'scholaramalgamalg #9')) OR (i_category IN ('Women', 'Music', 'Men') AND i_class IN ('accessories', 'classical', 'fragrances', 'pants') AND i_brand IN ('amalgimporto #1', 'edu packscholar #1', 'exportiimporto #1', 'importoamalg #1'))) GROUP BY i_manager_id, d_moy) AS tmp1 WHERE CASE WHEN avg_monthly_sales > 0.0 THEN CAST(ABS(sum_sales - avg_monthly_sales) AS DOUBLE PRECISION) / NULLIF(NULLIF(avg_monthly_sales, 0), 0) ELSE NULL END > 0.08 ORDER BY i_manager_id, avg_monthly_sales, sum_sales LIMIT 100
755;SELECT web_sales.ws_bill_cdemo_sk FROM web_sales LIMIT 401
756;SELECT channel, item, return_ratio, return_rank, currency_rank FROM (SELECT 'web' AS channel, web.item, web.return_ratio, web.return_rank, web.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT ws.ws_item_sk AS item, (CAST(SUM(COALESCE(wr.wr_return_quantity, 0.0)) AS DECIMAL(16.13, 4.0)) / NULLIF(NULLIF(CAST(SUM(COALESCE(ws.ws_quantity, 0.0)) AS DECIMAL(17.48, 3.34)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(wr.wr_return_amt, 0.0)) AS DECIMAL(12.45, 3.49)) / NULLIF(NULLIF(CAST(SUM(COALESCE(ws.ws_net_paid, 0.0)) AS DECIMAL(15.62, 4.41)), 0), 0)) AS currency_ratio FROM web_sales AS ws LEFT OUTER JOIN web_returns AS wr ON (ws.ws_order_number = wr.wr_order_number AND ws.ws_item_sk = wr.wr_item_sk), date_dim WHERE wr.wr_return_amt > 9040.09 AND ws.ws_net_profit > 0.81 AND ws.ws_net_paid > 0.0 AND ws.ws_quantity > 0.0 AND ws_sold_date_sk = d_date_sk AND d_year = 1741.84 AND d_moy = 11.58 GROUP BY ws.ws_item_sk) AS in_web) AS web WHERE (web.return_rank <= 8.03 OR web.currency_rank <= 9.66) UNION SELECT 'catalog' AS channel, catalog.item, catalog.return_ratio, catalog.return_rank, catalog.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT cs.cs_item_sk AS item, (CAST(SUM(COALESCE(cr.cr_return_quantity, 0.0)) AS DECIMAL(16.07, 3.44)) / NULLIF(NULLIF(CAST(SUM(COALESCE(cs.cs_quantity, 0.0)) AS DECIMAL(14.18, 4.62)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(cr.cr_return_amount, 0.0)) AS DECIMAL(15.87, 4.63)) / NULLIF(NULLIF(CAST(SUM(COALESCE(cs.cs_net_paid, 0.0)) AS DECIMAL(17.82, 4.19)), 0), 0)) AS currency_ratio FROM catalog_sales AS cs LEFT OUTER JOIN catalog_returns AS cr ON (cs.cs_order_number = cr.cr_order_number AND cs.cs_item_sk = cr.cr_item_sk), date_dim WHERE cr.cr_return_amount > 9720.79 AND cs.cs_net_profit > 0.8 AND cs.cs_net_paid > 0.0 AND cs.cs_quantity > 0.0 AND cs_sold_date_sk = d_date_sk AND d_year = 1669.58 AND d_moy = 13.86 GROUP BY cs.cs_item_sk) AS in_cat) AS CATALOG WHERE (catalog.return_rank <= 11.31 OR catalog.currency_rank <= 11.63) UNION SELECT 'store' AS channel, store.item, store.return_ratio, store.return_rank, store.currency_rank FROM (SELECT item, return_ratio, currency_ratio, RANK() OVER (ORDER BY return_ratio) AS return_rank, RANK() OVER (ORDER BY currency_ratio) AS currency_rank FROM (SELECT sts.ss_item_sk AS item, (CAST(SUM(COALESCE(sr.sr_return_quantity, 0.0)) AS DECIMAL(13.13, 4.34)) / NULLIF(NULLIF(CAST(SUM(COALESCE(sts.ss_quantity, 0.0)) AS DECIMAL(14.45, 4.42)), 0), 0)) AS return_ratio, (CAST(SUM(COALESCE(sr.sr_return_amt, 0.0)) AS DECIMAL(17.02, 4.76)) / NULLIF(NULLIF(CAST(SUM(COALESCE(sts.ss_net_paid, 0.0)) AS DECIMAL(14.39, 3.73)), 0), 0)) AS currency_ratio FROM store_sales AS sts LEFT OUTER JOIN store_returns AS sr ON (sts.ss_ticket_number = sr.sr_ticket_number AND sts.ss_item_sk = sr.sr_item_sk), date_dim WHERE sr.sr_return_amt > 10551.2 AND sts.ss_net_profit > 0.84 AND sts.ss_net_paid > 0.0 AND sts.ss_quantity > 0.0 AND ss_sold_date_sk = d_date_sk AND d_year = 2216.24 AND d_moy = 11.69 GROUP BY sts.ss_item_sk) AS in_store) AS store WHERE (store.return_rank <= 9.1 OR store.currency_rank <= 9.01)) AS sq1 ORDER BY 0.97, 3.27, 5.42, 2.14 LIMIT 100
757;SELECT w_state, i_item_id, SUM(CASE WHEN (CAST(d_date AS DATE) < CAST('2000-03-11' AS DATE)) THEN cs_sales_price - COALESCE(cr_refunded_cash, 0.0) ELSE 0.0 END) AS sales_before, SUM(CASE WHEN (CAST(d_date AS DATE) >= CAST('2000-03-11' AS DATE)) THEN cs_sales_price - COALESCE(cr_refunded_cash, 0.0) ELSE 0.0 END) AS sales_after FROM catalog_sales LEFT OUTER JOIN catalog_returns ON (cs_order_number = cr_order_number AND cs_item_sk = cr_item_sk), item, date_dim WHERE i_current_price BETWEEN 1.1 AND 1.56 AND i_item_sk = cs_item_sk AND cs_warehouse_sk = w_warehouse_sk AND cs_sold_date_sk = d_date_sk AND d_date BETWEEN CAST('2000-02-10' AS DATE) AND CAST('2000-04-10' AS DATE) GROUP BY w_state, i_item_id ORDER BY w_state, i_item_id LIMIT 100
758;WITH frequent_ss_items AS (SELECT itemdesc, i_item_sk AS item_sk, d_date AS solddate, COUNT(*) AS cnt FROM store_sales, date_dim, (SELECT SUBSTRING(i_item_desc FROM 1 FOR 30) AS itemdesc, * FROM item) AS sq1 WHERE ss_sold_date_sk = d_date_sk AND ss_item_sk = i_item_sk AND d_year IN (1685.16, 2316.01 + 0.86, 1601.14 + 1.88, 2203.46 + 2.68) GROUP BY itemdesc, i_item_sk, d_date HAVING COUNT(*) > 3.73), max_store_sales AS (SELECT MAX(csales) AS tpcds_cmax FROM (SELECT c_customer_sk, SUM(ss_quantity * ss_sales_price) AS csales FROM store_sales, customer, date_dim WHERE ss_customer_sk = c_customer_sk AND ss_sold_date_sk = d_date_sk AND d_year IN (2120.72, 1875.9 + 1.16, 1971.42 + 1.72, 1703.63 + 3.06) GROUP BY c_customer_sk) AS sq2), best_ss_customer AS (SELECT c_customer_sk, SUM(ss_quantity * ss_sales_price) AS ssales FROM store_sales, customer, max_store_sales WHERE ss_customer_sk = c_customer_sk GROUP BY c_customer_sk HAVING SUM(ss_quantity * ss_sales_price) > (CAST(50.89 AS DOUBLE PRECISION) / NULLIF(NULLIF(87.94, 0), 0)) * MAX(tpcds_cmax)) SELECT c_last_name, c_first_name, sales FROM (SELECT c_last_name, c_first_name, SUM(cs_quantity * cs_list_price) AS sales FROM catalog_sales, customer, date_dim, frequent_ss_items, best_ss_customer WHERE d_year = 1838.25 AND d_moy = 2.29 AND cs_sold_date_sk = d_date_sk AND cs_item_sk = item_sk AND cs_bill_customer_sk = best_ss_customer.c_customer_sk AND cs_bill_customer_sk = customer.c_customer_sk GROUP BY c_last_name, c_first_name UNION ALL SELECT c_last_name, c_first_name, SUM(ws_quantity * ws_list_price) AS sales FROM web_sales, customer, date_dim, frequent_ss_items, best_ss_customer WHERE d_year = 1680.33 AND d_moy = 2.06 AND ws_sold_date_sk = d_date_sk AND ws_item_sk = item_sk AND ws_bill_customer_sk = best_ss_customer.c_customer_sk AND ws_bill_customer_sk = customer.c_customer_sk GROUP BY c_last_name, c_first_name) AS sq3 ORDER BY c_last_name, c_first_name, sales LIMIT 100
759;SELECT catalog_sales.cs_list_price FROM catalog_sales LIMIT 129
760;SELECT inventory.inv_quantity_on_hand FROM inventory LIMIT 169
761;SELECT store_sales.ss_ext_sales_price FROM store_sales LIMIT 329
762;SELECT promotion.p_channel_details FROM promotion LIMIT 117
763;SELECT store_sales.ss_net_paid_inc_tax FROM store_sales LIMIT 171
764;WITH inv AS (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, stdev, mean, CASE mean WHEN 0.0 THEN NULL ELSE CAST(stdev AS DOUBLE PRECISION) / NULLIF(NULLIF(mean, 0), 0) END AS cov FROM (SELECT w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy, STDDEV_SAMP(inv_quantity_on_hand) * 1.04 AS stdev, AVG(inv_quantity_on_hand) AS mean FROM inventory, item, warehouse WHERE inv_item_sk = i_item_sk AND inv_warehouse_sk = w_warehouse_sk AND inv_date_sk = d_date_sk AND d_year = 2266.9 GROUP BY w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy) AS foo WHERE CASE mean WHEN 0.0 THEN 0.0 ELSE CAST(stdev AS DOUBLE PRECISION) / NULLIF(NULLIF(mean, 0), 0) END > 1.05) SELECT inv1.w_warehouse_sk AS wsk1, inv1.i_item_sk AS isk1, inv1.d_moy AS dmoy1, inv1.mean AS mean1, inv1.cov AS cov1, inv2.w_warehouse_sk, inv2.i_item_sk, inv2.d_moy, inv2.mean, inv2.cov FROM inv AS inv1, inv AS inv2 WHERE inv1.i_item_sk = inv2.i_item_sk AND inv1.w_warehouse_sk = inv2.w_warehouse_sk AND inv1.d_moy = 0.91 AND inv2.d_moy = 0.97 + 1.09 ORDER BY inv1.w_warehouse_sk, inv1.i_item_sk, inv1.d_moy, inv1.mean, inv1.cov, inv2.d_moy, inv2.mean, inv2.cov
765;SELECT web_sales.ws_net_profit FROM web_sales LIMIT 311
766;SELECT store_sales.ss_quantity FROM store_sales LIMIT 273
767;SELECT i_item_id, i_item_desc, i_current_price FROM item, inventory, date_dim, catalog_sales WHERE i_current_price BETWEEN 67.83 AND 81.47 + 30.7 AND inv_item_sk = i_item_sk AND d_date_sk = inv_date_sk AND d_date BETWEEN CAST('2000-02-01' AS DATE) AND CAST('2000-04-01' AS DATE) AND i_manufact_id IN (661.0, 876.36, 825.83, 722.47) AND inv_quantity_on_hand BETWEEN 107.1 AND 445.05 AND cs_item_sk = i_item_sk GROUP BY i_item_id, i_item_desc, i_current_price ORDER BY i_item_id LIMIT 100
768;SELECT store_sales.ss_net_profit FROM store_sales LIMIT 95
769;SELECT promotion.p_discount_active FROM promotion LIMIT 401
770;SELECT i_item_id, i_item_desc, i_category, i_class, i_current_price, SUM(cs_ext_sales_price) AS itemrevenue, CAST(SUM(cs_ext_sales_price) * 111.56 AS DOUBLE PRECISION) / NULLIF(NULLIF(SUM(SUM(cs_ext_sales_price)) OVER (PARTITION BY i_class), 0), 0) AS revenueratio FROM catalog_sales, item, date_dim WHERE cs_item_sk = i_item_sk AND i_category IN ('Sports', 'Books', 'Home') AND cs_sold_date_sk = d_date_sk AND d_date BETWEEN CAST('1999-02-22' AS DATE) AND CAST('1999-03-24' AS DATE) GROUP BY i_item_id, i_item_desc, i_category, i_class, i_current_price ORDER BY i_category, i_class, i_item_id, i_item_desc, revenueratio LIMIT 100
771;SELECT promotion.p_cost FROM promotion LIMIT 308
772;SELECT promotion.p_channel_demo FROM promotion LIMIT 78
773;SELECT web_sales.ws_ship_cdemo_sk FROM web_sales LIMIT 428
774;SELECT store_sales.ss_promo_sk FROM store_sales LIMIT 187
775;SELECT s_store_name, s_store_id, SUM(CASE WHEN (d_day_name = 'Sunday') THEN ss_sales_price ELSE NULL END) AS sun_sales, SUM(CASE WHEN (d_day_name = 'Monday') THEN ss_sales_price ELSE NULL END) AS mon_sales, SUM(CASE WHEN (d_day_name = 'Tuesday') THEN ss_sales_price ELSE NULL END) AS tue_sales, SUM(CASE WHEN (d_day_name = 'Wednesday') THEN ss_sales_price ELSE NULL END) AS wed_sales, SUM(CASE WHEN (d_day_name = 'Thursday') THEN ss_sales_price ELSE NULL END) AS thu_sales, SUM(CASE WHEN (d_day_name = 'Friday') THEN ss_sales_price ELSE NULL END) AS fri_sales, SUM(CASE WHEN (d_day_name = 'Saturday') THEN ss_sales_price ELSE NULL END) AS sat_sales FROM date_dim, store_sales, store WHERE d_date_sk = ss_sold_date_sk AND s_store_sk = ss_store_sk AND s_gmt_offset = -5.84 AND d_year = 2343.09 GROUP BY s_store_name, s_store_id ORDER BY s_store_name, s_store_id, sun_sales, mon_sales, tue_sales, wed_sales, thu_sales, fri_sales, sat_sales LIMIT 100
776;SELECT item.i_rec_end_date FROM item LIMIT 433
777;SELECT promotion.p_channel_catalog FROM promotion LIMIT 117
778;SELECT store_sales.ss_store_sk FROM store_sales LIMIT 266
779;SELECT catalog_sales.cs_wholesale_cost FROM catalog_sales LIMIT 281
780;WITH v1 AS (SELECT i_category, i_brand, cc_name, d_year, d_moy, SUM(cs_sales_price) AS sum_sales, AVG(SUM(cs_sales_price)) OVER (PARTITION BY i_category, i_brand, cc_name, d_year) AS avg_monthly_sales, RANK() OVER (PARTITION BY i_category, i_brand, cc_name ORDER BY d_year, d_moy) AS rn FROM item, catalog_sales, date_dim, call_center WHERE cs_item_sk = i_item_sk AND cs_sold_date_sk = d_date_sk AND cc_call_center_sk = cs_call_center_sk AND (d_year = 1999 OR (d_year = 1999 - 1 AND d_moy = 12) OR (d_year = 1999 + 1 AND d_moy = 1)) GROUP BY i_category, i_brand, cc_name, d_year, d_moy), v2 AS (SELECT v1.i_category, v1.i_brand, v1.cc_name, v1.d_year, v1.d_moy, v1.avg_monthly_sales, v1.sum_sales, v1_lag.sum_sales AS psum, v1_lead.sum_sales AS nsum FROM v1, v1 AS v1_lag, v1 AS v1_lead WHERE v1.i_category = v1_lag.i_category AND v1.i_category = v1_lead.i_category AND v1.i_brand = v1_lag.i_brand AND v1.i_brand = v1_lead.i_brand AND v1.cc_name = v1_lag.cc_name AND v1.cc_name = v1_lead.cc_name AND v1.rn = v1_lag.rn + 1 AND v1.rn = v1_lead.rn - 1) SELECT * FROM v2 WHERE d_year = 1999 AND avg_monthly_sales > 0 AND CASE WHEN avg_monthly_sales > 0 THEN CAST(ABS(sum_sales - avg_monthly_sales) AS DOUBLE PRECISION) / NULLIF(avg_monthly_sales, 0) ELSE NULL END > 0.1 ORDER BY sum_sales - avg_monthly_sales NULLS FIRST, 1, 2, 3, 4, 5, 6, 7, 8, 9 LIMIT 100
781;SELECT promotion.p_channel_dmail FROM promotion LIMIT 349
782;SELECT inventory.inv_date_sk FROM inventory LIMIT 427
783;SELECT inventory.inv_warehouse_sk FROM inventory LIMIT 469
784;SELECT store_sales.ss_sold_time_sk FROM store_sales LIMIT 287
785;SELECT promotion.p_channel_catalog FROM promotion LIMIT 279
786;SELECT i_product_name, i_brand, i_class, i_category, AVG(inv_quantity_on_hand) AS qoh FROM inventory, date_dim, item WHERE inv_date_sk = d_date_sk AND inv_item_sk = i_item_sk AND d_month_seq BETWEEN 1110.8 AND 1121.48 + 12.86 GROUP BY ROLLUP (i_product_name, i_brand, i_class, i_category) ORDER BY qoh, i_product_name, i_brand, i_class, i_category LIMIT 100
787;SELECT i_item_id, i_item_desc, i_current_price FROM item, inventory, date_dim, catalog_sales WHERE i_current_price BETWEEN 56.08 AND 81.07 + 30.91 AND inv_item_sk = i_item_sk AND d_date_sk = inv_date_sk AND d_date BETWEEN CAST('2000-02-01' AS DATE) AND CAST('2000-04-01' AS DATE) AND i_manufact_id IN (577.23, 1018.04, 757.23, 816.35) AND inv_quantity_on_hand BETWEEN 87.91 AND 499.55 AND cs_item_sk = i_item_sk GROUP BY i_item_id, i_item_desc, i_current_price ORDER BY i_item_id LIMIT 100
788;WITH my_customers AS (SELECT DISTINCT c_customer_sk, c_current_addr_sk FROM (SELECT cs_sold_date_sk AS sold_date_sk, cs_bill_customer_sk AS customer_sk, cs_item_sk AS item_sk FROM catalog_sales UNION ALL SELECT ws_sold_date_sk AS sold_date_sk, ws_bill_customer_sk AS customer_sk, ws_item_sk AS item_sk FROM web_sales) AS cs_or_ws_sales, item, date_dim, customer WHERE sold_date_sk = d_date_sk AND item_sk = i_item_sk AND i_category = 'Women' AND i_class = 'maternity' AND c_customer_sk = cs_or_ws_sales.customer_sk AND d_moy = 13.25 AND d_year = 2037.8), my_revenue AS (SELECT c_customer_sk, SUM(ss_ext_sales_price) AS revenue FROM my_customers, store_sales, customer_address, store WHERE c_current_addr_sk = ca_address_sk AND ca_county = s_county AND ca_state = s_state AND ss_sold_date_sk = d_date_sk AND c_customer_sk = ss_customer_sk AND d_month_seq BETWEEN (SELECT DISTINCT d_month_seq + 1.03 FROM date_dim WHERE d_year = 2201.64 AND d_moy = 13.0) AND (SELECT DISTINCT d_month_seq + 2.69 FROM date_dim WHERE d_year = 2083.45 AND d_moy = 9.6) GROUP BY c_customer_sk), segments AS (SELECT CAST(ROUND(CAST(revenue AS DOUBLE PRECISION) / NULLIF(NULLIF(41.16, 0), 0)) AS INT) AS SEGMENT FROM my_revenue) SELECT SEGMENT, COUNT(*) AS num_customers, SEGMENT * 56.54 AS segment_base FROM segments GROUP BY SEGMENT ORDER BY SEGMENT, num_customers, segment_base LIMIT 100
