;query_id;query_hash;sf;sql_text;target_work_mem_mb;target_max_parallel_workers_per_gather;target_jit;target_enable_hashjoin;target_enable_indexscan;target_enable_nestloop;feature_total_cost;feature_plan_rows;feature_plan_width;feature_num_joins;feature_num_scans;feature_num_aggs;feature_num_sorts;feature_num_filters;feature_num_index_scans;feature_num_mem_nodes;feature_total_scan_size_bytes;feature_max_node_cost;metric_duration_ms;metric_actual_rows;metric_temp_written_blocks;metric_shared_hit_blocks;metric_shared_read_blocks;metric_peak_memory_mb;metric_max_log_planner_error;strat_label
2088;4345;5b1f78527c08012296e1f04e38ea5333;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 421;64;0;off;on;on;on;18422932.72;14320654;242;2;3;0;0;0;1;0;49152;18422932.72;21.59;35794;0;433524;24;2.0;4.5;J0_I1_H1_D0
2089;3162;c5dcff403527bdd34e684bbe5b73ee98;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 172;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;24576;4139903.13;14.207;73049;0;8008;9;3878.0;5.9;J0_I1_H1_D0
2090;2590;c7fd75eb07d23b5824f88cefafba137c;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 308;4;0;off;off;on;on;14944978.44;14331215;242;2;3;0;0;0;1;0;131072;14944978.44;2.388;308;0;2788;0;34.0;4.7;J0_I1_H0_D0
2091;1079;7f2eb7bc1267bf1813fbe5cc547a1a93;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 258;64;0;off;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;24576;853049.04;0.193;259;0;28;9;9.0;4.7;J0_I1_H1_D0
2092;2641;1fbfeb0a3360ddaabd2b2a916aabcb46;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 484;64;0;off;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;57344;853049.04;0.289;486;0;46;21;9.0;4.5;J0_I1_H1_D0
2093;122;65230021dd9a380090ae6d1ab05f7122;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 318;64;0;off;on;on;on;9198152.61;7197029;242;2;3;0;0;0;1;0;0;9198152.61;22.971;35795;0;433716;0;3.0;4.4;J0_I1_H1_D0
2094;3743;ed1513e7cdb387bac6c79876c03133ae;10;SELECT inventory.* FROM inventory JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 122;64;0;off;on;on;on;4136258.76;133108696;28;1;2;0;0;0;0;2;0;4136258.76;0.072;122;0;10;0;9.0;6.0;J0_I1_H1_D0
2095;702;c22f61e95b3a943336d3ef437d5f3240;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 455;128;4;on;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;95272960;2983471.78;40.995;500000;0;13354;69199;0.0;4.8;J1_I1_H1_D4
2096;3351;a0d4550a3c36fa0b8977df66650de952;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 86;8;0;off;on;on;on;814116.26;685299;174;2;3;0;0;0;1;0;8192;814116.26;22.997;35838;0;434972;0;10.0;3.9;J0_I1_H1_D0
2097;1171;0a5d4f5db6e04abe0ac8248ada82d9f5;10;SELECT catalog_sales.* FROM catalog_sales JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 460;4;0;off;off;on;on;11775255.38;14331215;242;1;2;0;0;0;1;0;548864;11775255.38;0.397;462;0;387;0;0.0;4.5;J0_I1_H0_D0
2098;870;c97bff2ce539128e8e4b4cf51d98768f;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 63;64;2;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;393216;702031.86;1.699;63;0;844;0;7.0;4.6;J0_I1_H1_D2
2099;878;7e5ade6c517f5eb540945d645aed2d66;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 428;512;0;off;on;on;off;18064766.69;14320654;242;1;2;0;0;0;1;0;0;18064766.69;15.001;73049;0;8014;45;3878.0;4.5;J0_I1_H1_D0
2100;1108;875277f6b3bab079995ec96a67c20103;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 122;64;0;off;on;on;on;19305974.75;14320654;242;2;3;0;0;0;1;0;0;19305974.75;25.374;35794;0;434404;0;14.0;5.1;J0_I1_H1_D0
2101;2150;00de2105f490edb6f9e44f4bea79def3;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 272;64;2;off;on;on;on;1035553.09;7198229;242;2;3;0;0;0;0;4;93020160;1035553.09;54.132;500001;0;15740;56310;0.0;4.4;J0_I1_H1_D2
2102;3294;0c483b447ded07dfa3801e146b3b2558;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 163;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;0;68017.57;2.072;163;0;1326;0;18.0;3.6;J0_I1_H1_D0
2103;3578;9a1aeb687394074f3570caf0183e65fb;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 410;64;0;off;on;on;on;9018220.11;7197029;242;1;2;0;0;0;1;0;90112;9018220.11;21.204;35795;0;325161;33;0.0;4.2;J0_I1_H1_D0
2104;903;c03b190df553405b5c226e254bc8ea97;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN item ON store_sales.ss_item_sk = item.i_item_sk LIMIT 433;64;0;off;on;on;on;4147737.43;28801880;155;2;3;0;0;0;0;2;57344;4147737.43;18.029;73049;0;13506;28;3926.0;4.8;J0_I1_H1_D0
2105;823;fbd616f174aad1b78cbb8602c97eaa26;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 470;512;0;off;on;on;off;9314338.38;7197029;242;2;3;0;0;0;1;0;81920;9314338.38;17.264;73049;0;8032;1880;3878.0;4.2;J0_I1_H1_D0
2106;3837;f1752cee6402c3663454dcd9dd9f485f;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 405;64;0;off;on;on;on;724139.04;7198229;242;2;3;0;0;0;0;2;122880;724139.04;3.465;405;0;3266;60;55.0;4.2;J0_I1_H1_D0
2107;2434;e558686f0fc8cb6b7e00a0bbea83bb36;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 274;128;4;on;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;91578368;311618.75;41.33;500000;0;16933;55720;0.0;4.0;J1_I1_H1_D4
2108;3535;3571b71318e1d2fc8aa72d47003f9a19;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 454;128;4;on;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;89227264;138927.42;35.397;500000;0;11588;65138;50.0;3.2;J1_I1_H1_D4
2109;1683;868dc59d9b7c313cdb4f60588dcc7310;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk LIMIT 326;96;2;off;on;on;on;2789045.49;7197269;242;2;3;0;0;0;1;0;352256;2789045.49;0.538;338;0;812;0;5.0;4.3;J0_I1_H1_D2
2110;4686;992700e0bc988942dd99d473e981b4e2;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 254;512;0;off;on;on;off;188282.46;2877735;142;1;2;0;0;0;0;0;0;188282.46;1.198;254;0;36;744;0.0;4.1;J0_I1_H1_D0
2111;4119;8f9e9ef6381c68a5c2e5a9004e8eb1b4;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 310;64;2;off;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;86573056;97223.39;42.912;500001;0;7730;52307;0.0;3.3;J0_I1_H1_D2
2112;2956;76b49f679ecc2d1db06591ba74bdcbd5;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 99;512;0;off;on;on;off;18064766.69;14320654;242;1;2;0;0;0;1;0;0;18064766.69;13.847;73049;0;8023;0;3878.0;5.2;J0_I1_H1_D0
2113;1123;8fbfe399e28eb22b3a2ce46e2520c517;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 477;4;0;off;off;on;on;3201170.57;2776151;142;2;3;0;0;0;1;0;2457600;3201170.57;25.025;35812;0;439348;0;53.0;3.8;J0_I1_H0_D0
2114;3011;36cc30873999e8d27a6fdc1e8873215f;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 184;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;0;68017.57;2.234;184;0;1494;0;21.0;3.6;J0_I1_H1_D0
2115;3868;9df2844b636e1d71fa1767784bfbbd4b;10;SELECT web_sales.* FROM web_sales JOIN customer ON web_sales.ws_bill_customer_sk = customer.c_customer_sk JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 295;4;0;off;off;on;on;2905234.31;7197269;242;2;3;0;0;0;1;0;0;2905234.31;2.388;300;0;2816;0;33.0;4.4;J0_I1_H0_D0
2116;3424;8c539f99f9cdb6d0c8381efee5e7faab;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 482;64;2;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;2940928;702031.86;3.496;482;0;6444;0;53.0;3.8;J0_I1_H1_D2
2117;2073;06fcd47827171d15f3e68d2e395fb9fb;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 142;64;0;off;on;on;on;772449.99;685299;174;1;2;0;0;0;1;0;0;772449.99;21.558;35845;0;325938;0;0.0;3.7;J0_I1_H1_D0
2118;1820;37ce2080d36d1f5bcf6dcdb966ced5bd;10;SELECT web_sales.* FROM web_sales JOIN date_dim ON web_sales.ws_sold_date_sk = date_dim.d_date_sk LIMIT 99;64;0;off;on;on;on;9018220.11;7197029;242;1;2;0;0;0;1;0;0;9018220.11;21.231;35795;0;325095;0;0.0;4.9;J0_I1_H1_D0
2119;1084;cfe66f4c4db3757c17a5a0624bc5398d;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 269;64;0;off;on;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;0;702031.86;2.73;269;0;3588;0;30.0;4.0;J0_I1_H1_D0
2120;3452;67f7534a67c36fcaaa48a9d1ea80bf83;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 469;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;8192;68017.57;2.66;469;0;3773;3;52.0;3.2;J0_I1_H1_D0
2121;3569;4fddbb339272a026275281fd7488cce6;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 173;128;4;on;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;84426752;108309.92;37.771;500000;0;1235;71423;0.0;3.6;J1_I1_H1_D4
2122;1718;1f8a4c914737b8e423f83aed60f0f00a;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 219;4;0;off;off;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;40960;17209656.51;1.707;219;0;2215;0;25.0;5.8;J0_I1_H0_D0
2123;3622;7200dc7d2ab39c3f603fca0a77f4ce69;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 107;4;0;off;off;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;1327104;702031.86;1.996;107;0;1360;0;12.0;4.4;J0_I1_H0_D0
2124;3542;ab0b40cbf1e7335c13c7cd1d4d63537d;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 465;4;0;off;off;on;on;1685776.72;28801880;155;1;2;0;0;0;0;0;147456;1685776.72;0.3;484;0;247;0;3.0;4.8;J0_I1_H0_D0
2125;409;9ae1cc60c3ba4327d3aa7f257ed25f8e;10;SELECT dt.d_year, item.i_brand_id AS brand_id, item.i_brand AS brand, SUM(ss_ext_sales_price) AS ext_price FROM date_dim AS dt, store_sales, item WHERE dt.d_date_sk = store_sales.ss_sold_date_sk AND store_sales.ss_item_sk = item.i_item_sk AND item.i_manager_id = 1.0 AND dt.d_moy = 13 AND dt.d_year = 1062 GROUP BY dt.d_year, item.i_brand, item.i_brand_id ORDER BY dt.d_year, ext_price DESC NULLS LAST, brand_id LIMIT 139;64;0;off;on;on;on;13576.08;510;65;2;3;1;2;2;1;3;0;13576.08;7.74;0;0;12036;0;0.0;2.7;J0_I1_H1_D0
2126;3591;14283330eab55088e73aeb17d9f8c694;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 120;128;4;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;95715328;97223.39;33.859;500000;0;2540;58085;0.0;3.8;J1_I1_H1_D4
2127;4980;af2db5129d58ccf4808637c68810edd9;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk JOIN item ON store_returns.sr_item_sk = item.i_item_sk LIMIT 100;64;0;off;on;on;on;3201170.57;2776151;142;2;3;0;0;0;1;0;1236992;3201170.57;23.286;35805;0;434136;604;11.0;4.4;J0_I1_H1_D0
2128;1061;30ec74bf82ac8a227ca6a6058cd727cc;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk LIMIT 169;64;0;off;on;on;on;1718989.28;28801880;155;2;3;0;0;0;0;4;0;1718989.28;15.958;73049;0;8057;0;3890.0;5.2;J0_I1_H1_D0
2129;3913;719efc1b608edb95ce5013d0350bc2d4;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 211;64;0;off;on;on;on;625194.76;7198229;242;1;2;0;0;0;0;0;729088;625194.76;2.415;211;0;1396;341;24.0;4.5;J0_I1_H1_D0
2130;3691;3dc10ae67d1505bb9b642ff9276fdf88;10;SELECT store_sales.* FROM store_sales JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 183;64;2;off;on;on;on;2669807.82;28801880;155;1;2;0;0;0;0;2;93716480;2669807.82;43.109;500001;0;3192;56837;0.0;5.2;J0_I1_H1_D2
2131;2820;6ee28f2fd71717cc675410eda507f8b5;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 418;64;0;off;on;on;on;814116.26;685299;174;2;3;0;0;0;1;0;1130496;814116.26;26.295;35866;0;438732;552;46.0;3.2;J0_I1_H1_D0
2132;3645;e9298ed26c8f7bc577eb0507ec0570f3;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 222;512;0;off;on;on;off;18064766.69;14320654;242;1;2;0;0;0;1;0;90112;18064766.69;13.967;73049;0;8008;45;3878.0;4.8;J0_I1_H1_D0
2133;1457;8c6b771dd2832a00f223bb97cddf8e49;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 278;64;0;off;on;on;on;17209656.51;133108696;28;2;3;0;0;0;0;2;0;17209656.51;1.651;278;0;2249;0;40.0;5.7;J0_I1_H1_D0
2134;4058;4431e9b95b683e44619cbe6e355b1193;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 56;512;0;off;on;on;off;19305974.75;14320654;242;2;3;0;0;0;1;0;0;19305974.75;17.515;73049;0;8032;228;3878.0;5.4;J0_I1_H1_D0
2135;1699;4b624ce18f898c3eb34341915c40317d;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 397;128;4;on;on;on;on;97223.39;719222;174;1;2;0;0;0;0;2;92069888;97223.39;38.332;500000;0;4776;55865;0.0;3.2;J1_I1_H1_D4
2136;4081;8f308279d1b0076c9a94626921dfa870;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 492;512;0;off;on;on;off;1239524.61;14400819;242;1;2;0;0;0;0;0;122880;1239524.61;2.194;492;0;189;1305;0.0;4.5;J0_I1_H1_D0
2137;3756;720884d9dd3c0b7dc609eb3e40b168be;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk LIMIT 426;64;0;off;on;on;on;853049.04;14400819;242;1;2;0;0;0;0;2;122880;853049.04;0.872;430;0;13;45;9.0;4.5;J0_I1_H1_D0
2138;573;231bb40640d58422e31e465069a4ea43;10;SELECT catalog_sales.* FROM catalog_sales JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 161;64;0;off;on;on;on;19305974.75;14320654;242;2;3;0;0;0;1;0;0;19305974.75;24.667;35794;0;434720;0;18.0;4.9;J0_I1_H1_D0
2139;2684;6c4b3c867404e4cdbdf4d19d58c39473;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk LIMIT 71;128;4;on;on;on;on;108309.92;719222;174;2;3;0;0;0;0;4;89931776;108309.92;37.878;500000;0;18543;54090;0.0;4.0;J1_I1_H1_D4
2140;3356;53a79c6d3ad44db98f9efa80bf51056c;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 133;64;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;87408640;2983471.78;49.489;500001;0;18147;63758;0.0;5.3;J0_I1_H1_D2
2141;693;090e3f6cdcb41cfd51fc4c55fdce8336;10;SELECT store_returns.* FROM store_returns JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 160;4;0;off;off;on;on;3106726.06;2776151;142;1;2;0;0;0;1;0;466944;3106726.06;21.461;35806;0;325641;0;0.0;4.2;J0_I1_H0_D0
2142;3511;4257fc79b739684e53dcb98e18389b2c;10;SELECT store_sales.* FROM store_sales JOIN date_dim ON store_sales.ss_sold_date_sk = date_dim.d_date_sk JOIN customer ON store_sales.ss_customer_sk = customer.c_customer_sk LIMIT 425;204;2;off;on;on;on;2983471.78;28801880;155;2;3;0;0;0;0;4;84525056;2983471.78;50.773;500001;0;20850;61120;0.0;4.8;J0_I1_H1_D2
2143;185;ec2fe5f4b02b1092006914054f5cba0f;10;SELECT web_sales.* FROM web_sales JOIN item ON web_sales.ws_item_sk = item.i_item_sk LIMIT 340;512;0;off;on;on;off;625194.76;7198229;242;1;2;0;0;0;0;0;0;625194.76;1.513;340;0;21;1017;0.0;4.3;J0_I1_H1_D0
2144;3489;ce3fc5c8b3c8847a5418cfad9b0d7563;10;SELECT web_returns.* FROM web_returns JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 316;64;0;off;on;on;on;68017.57;719222;174;1;2;0;0;0;0;0;16384;68017.57;2.52;316;0;2545;6;35.0;3.4;J0_I1_H1_D0
2145;146;319f197f735474d8937d99cf1f3b6291;10;SELECT store_returns.* FROM store_returns JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk JOIN date_dim ON store_returns.sr_returned_date_sk = date_dim.d_date_sk LIMIT 335;128;4;on;on;on;on;311618.75;2877735;142;2;3;0;0;0;0;4;82952192;311618.75;37.813;500000;0;22358;50295;0.0;3.9;J1_I1_H1_D4
2146;1642;65927e06e1d18e5b87bd10bb801b1066;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 311;64;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.788;311;0;2504;0;35.0;5.6;J0_I1_H1_D0
2147;272;7ef3be8c358eace45baa0f4a98b1a4fe;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN item ON catalog_sales.cs_item_sk = item.i_item_sk LIMIT 275;512;0;off;on;on;off;1433976.49;14400819;242;2;3;0;0;0;0;2;122880;1433976.49;0.915;278;0;1140;0;9.0;4.7;J0_I1_H1_D0
2148;2341;e19291e78bc32ca95162159202ab5b8f;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 248;64;2;off;on;on;on;17213548.61;133108696;28;2;3;0;0;0;0;2;0;17213548.61;12.025;73050;0;14799;75;28.0;5.7;J0_I1_H1_D2
2149;1917;9f8d87620a59f2d1d2f901bfbc67e9bd;10;SELECT web_returns.* FROM web_returns JOIN date_dim ON web_returns.wr_returned_date_sk = date_dim.d_date_sk LIMIT 87;64;0;off;on;on;on;772449.99;685299;174;1;2;0;0;0;1;0;0;772449.99;23.597;35838;0;325713;0;0.0;3.9;J0_I1_H1_D0
2150;1047;6a22aae6b41c505945eabc7ece0e85e9;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 273;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;0;5970148.93;15.902;73049;0;10026;0;3887.0;5.7;J0_I1_H1_D0
2151;4175;280824ad1563d6a1bcec4c21c144239b;10;SELECT web_returns.* FROM web_returns JOIN customer ON web_returns.wr_refunded_customer_sk = customer.c_customer_sk JOIN item ON web_returns.wr_item_sk = item.i_item_sk LIMIT 344;64;2;off;on;on;on;138927.42;719222;174;2;3;0;0;0;0;2;80166912;138927.42;46.401;500001;0;16715;58224;38.0;3.3;J0_I1_H1_D2
2152;3433;367489f59e8fa373913252c0d840615f;10;SELECT inventory.* FROM inventory JOIN item ON inventory.inv_item_sk = item.i_item_sk LIMIT 275;64;0;off;on;on;on;15379410.72;133108696;28;1;2;0;0;0;0;0;0;15379410.72;1.834;275;0;2213;0;31.0;5.7;J0_I1_H1_D0
2153;331;6d91af5b0111d70d71c8147401417fb0;10;SELECT catalog_sales.* FROM catalog_sales JOIN warehouse ON catalog_sales.cs_warehouse_sk = warehouse.w_warehouse_sk JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk LIMIT 444;64;0;off;on;on;on;18422932.72;14320654;242;2;3;0;0;0;1;0;65536;18422932.72;22.005;35794;0;433516;32;2.0;4.5;J0_I1_H1_D0
2154;3769;57b3914b6d1750067700c09490039946;10;SELECT store_returns.* FROM store_returns JOIN item ON store_returns.sr_item_sk = item.i_item_sk JOIN customer ON store_returns.sr_customer_sk = customer.c_customer_sk LIMIT 446;4;0;off;off;on;on;702031.86;2779125;142;2;3;0;0;0;1;0;2654208;702031.86;4.052;468;0;5808;0;49.0;3.8;J0_I1_H0_D0
2155;732;9e512687ee806c0b651a102d1f4623b4;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk JOIN warehouse ON inventory.inv_warehouse_sk = warehouse.w_warehouse_sk LIMIT 423;64;0;off;on;on;on;5970148.93;133108696;28;2;3;0;0;0;0;4;8192;5970148.93;14.757;73049;0;10026;4;3887.0;5.5;J0_I1_H1_D0
2156;1399;9ec86464d8e3285e3881498e73a7fa2c;10;SELECT store_sales.* FROM store_sales JOIN store ON store_sales.ss_store_sk = store.s_store_sk LIMIT 330;64;0;off;on;on;on;1685776.72;28801880;155;1;2;0;0;0;0;0;0;1685776.72;0.302;349;0;222;0;3.0;4.9;J0_I1_H1_D0
2157;2166;ac2c9cdee40408bdbdb053128937e13a;10;SELECT catalog_sales.* FROM catalog_sales JOIN date_dim ON catalog_sales.cs_sold_date_sk = date_dim.d_date_sk JOIN customer ON catalog_sales.cs_bill_customer_sk = customer.c_customer_sk LIMIT 132;64;2;off;on;on;on;2030855.24;14400819;242;2;3;0;0;0;0;4;77373440;2030855.24;49.914;500001;0;25465;46580;0.0;5.0;J0_I1_H1_D2
2158;3883;797631eb690cec9d4b54c80f6e2678cd;10;SELECT web_sales.* FROM web_sales JOIN web_site ON web_sales.ws_web_site_sk = web_site.web_site_sk LIMIT 420;214;0;off;on;on;on;428002.68;7198229;242;1;2;0;0;0;0;2;122880;428002.68;0.244;420;0;53;0;10.0;4.2;J0_I1_H1_D0
2159;2118;a0464708dc50f9a8cc33eba7c3481a7e;10;SELECT inventory.* FROM inventory JOIN date_dim ON inventory.inv_date_sk = date_dim.d_date_sk LIMIT 228;64;0;off;on;on;on;4139903.13;133108696;28;1;2;0;0;0;0;2;0;4139903.13;14.45;73049;0;8017;0;3878.0;5.8;J0_I1_H1_D0
